,0
fBodyBodyGyroJerkMag-min(),0.00016032359302708136
"fBodyGyro-bandsEnergy()-57,64.1",0.00016031740196173643
fBodyBodyGyroMag-sma(),0.00016006646556755426
"fBodyGyro-bandsEnergy()-33,48.1",0.00015980768141263442
tBodyAccMag-min(),0.00015950128557534673
tGravityAccMag-min(),0.0001585987604193308
fBodyAccMag-maxInds,0.00015858226184141768
tBodyGyroJerk-entropy()-Y,0.00015858202914621714
"fBodyAccJerk-bandsEnergy()-17,24",0.00015808247654254995
"fBodyAccJerk-bandsEnergy()-33,40.2",0.00015707921433803836
"fBodyAccJerk-bandsEnergy()-49,64.2",0.00015672432167053462
tBodyAccJerkMag-arCoeff()4,0.0001559609629322827
fBodyAccJerk-min()-Z,0.00015528214222861354
tBodyAccJerk-mad()-X,0.00015510461449004837
"fBodyAccJerk-bandsEnergy()-33,40",0.00015377136770061914
tBodyAccMag-arCoeff()3,0.0001489534569743952
"tBodyGyro-arCoeff()-Z,2",0.00014857860923547968
"tBodyGyroJerk-arCoeff()-Y,2",0.0001481977467018527
tBodyGyro-low()-Z,0.00014810532856365298
tBodyGyro-mean()-Y,0.00014805204996048537
"fBodyAcc-bandsEnergy()-17,32",0.0001474646525441721
tGravityAccMag-arCoeff()4,0.0001474134620170515
"tBodyAccJerk-arCoeff()-X,4",0.00014645421641424565
"fBodyAcc-bandsEnergy()-57,64.1",0.00014462234597646168
fBodyAccJerk-min()-X,0.00014458030858512474
"fBodyGyro-bandsEnergy()-49,56.1",0.0001432062834825485
"tBodyGyro-arCoeff()-X,3",0.0001429644142669487
"tBodyGyro-arCoeff()-Y,3",0.0001425802845233427
fBodyBodyAccJerkMag-meanFreq(),0.00014131708427872727
"fBodyGyro-bandsEnergy()-49,64.1",0.00014078156383227393
tBodyAccJerkMag-max(),0.0001406879769826893
tBodyGyroJerkMag-max(),0.00013849642350864338
"tBodyAccJerk-arCoeff()-X,2",0.00013732330929808526
tBodyAccJerk-mean()-Y,0.00013700637556233162
fBodyBodyAccJerkMag-min(),0.00013513400513917887
tBodyGyroJerk-mean()-Y,0.00013475547617074391
"fBodyGyro-bandsEnergy()-9,16.2",0.0001333493129215978
tBodyAccJerkMag-arCoeff()1,0.00013307187977409663
fBodyAccMag-min(),0.00013263422339595936
"fBodyGyro-bandsEnergy()-41,48",0.00013088133799646405
"tBodyAcc-arCoeff()-Y,2",0.00012948189951318285
tBodyAcc-sma(),0.0001266284253318312
"fBodyGyro-bandsEnergy()-25,32.1",0.00012544024509301697
fBodyBodyGyroMag-iqr(),0.00012509962374672695
"fBodyAccJerk-bandsEnergy()-41,48.2",0.00012475248156396007
"fBodyAcc-bandsEnergy()-49,64",0.0001223823181123798
fBodyGyro-min()-Y,0.00011992687764679922
"fBodyAcc-bandsEnergy()-49,56",0.00011987931012504501
"fBodyAcc-bandsEnergy()-41,48.2",0.00011980735320600478
"fBodyAccJerk-bandsEnergy()-49,56.1",0.00011974073504285444
"fBodyAccJerk-bandsEnergy()-41,48.1",0.00011929285722224888
tBodyAccJerkMag-arCoeff()2,0.00011667149940572003
"fBodyGyro-bandsEnergy()-33,40.1",0.00011475918192850114
tBodyAccMag-entropy(),0.0001139634656833984
"fBodyAcc-bandsEnergy()-49,56.2",0.00011141531283452181
"fBodyAccJerk-bandsEnergy()-49,56",0.00010756870714931008
"fBodyAcc-bandsEnergy()-25,48",0.00010653181143572912
tBodyAcc-iqr()-Z,0.00010616885308293871
"fBodyAcc-bandsEnergy()-33,48",0.00010209028731993224
shadow-gravity-angle(),9.958106944771e-05
tGravityAccMag-sma(),9.851284455885182e-05
tBodyGyro-low()-X,9.445947484634749e-05
fBodyAcc-main()-Z,9.35950038788841e-05
fBodyAccJerk-entropy()-X,9.312622066406122e-05
"angle(tBodyAccJerkMean),gravityMean)",8.499567219638057e-05
tBodyGyro-low()-Y,7.847977375904439e-05
energy-mean(),7.791197137499068e-05
fBodyBodyAccJerkMag-entropy(),7.060991075033763e-05
"fBodyAccJerk-bandsEnergy()-57,64",6.99986477143551e-05
"tBodyGyro-arCoeff()-Z,1",6.420776015604266e-05
"fBodyAccJerk-bandsEnergy()-57,64.1",4.18933454342089e-05
void(),4.091047111843556e-05
